type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,11.566257163625501,-0.12734610149209402,6
Consumer,11.594989665557037,-0.2892608723860306,7
Consumer,11.624556357760326,-0.4602064653100797,8
Consumer,11.575306200792195,-0.1787490615745746,9
Consumer,11.626048829035135,-0.46871701903216945,10
Consumer,11.598556850283025,-0.31405554163550775,11
Consumer,11.542544276061843,0.007663110480859103,12
Consumer,11.56773446666351,-0.12992384778928923,13
Consumer,11.863660932992232,-0.6279926414883228,14
Consumer,11.539793954597904,0.023163851409542247,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,-11.671440837167218,2.853289770501533,26
Distributor,-16.199262153510716,-6.4448399382587365,27
Distributor,11.795302394101995,6.179647251874975,28
Distributor,-6.951646429538224,6.328877828526771,29
Distributor,-0.4140290293102957,-3.008529769506648,30
Distributor,10.851619315445472,3.969235672405908,31
Distributor,6.591681500293049,10.75252746129928,32
Distributor,-7.822896226136844,6.187420030333978,33
Distributor,6.264876336493693,0.9124213457966981,34
Distributor,-10.434791559787023,2.7553498966187817,35
Work,11.626075370935723,-0.4688684076536447,0
