type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,11.58394490766634,-0.12420711054605249,6
Consumer,11.711315221730487,-0.26735023873974484,7
Consumer,11.496361762194915,-0.48078585937845375,8
Consumer,11.690544963392636,-0.6660827322560188,9
Consumer,11.539704341697693,0.0237711833711316,10
Consumer,11.598556850283025,-0.31405554163550775,11
Consumer,11.65029025105477,-0.4810202510505235,12
Consumer,12.011977130415225,-0.5455756510056933,13
Consumer,11.863660932992232,-0.6279926414883228,14
Consumer,11.585288434654416,-0.47629381784795655,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,6.8799855494982545,10.300981003922445,26
Distributor,6.51724049363699,1.2854388813078188,27
Distributor,11.093658966140588,3.545471151862259,28
Distributor,0.08443113387290069,-5.72108602291182,29
Distributor,11.865148190309995,2.195140365000917,30
Distributor,7.754757074402157,2.3209752271662616,31
Distributor,8.317875924735247,13.58529891602474,32
Distributor,-16.44906746802496,-6.006919894043273,33
Distributor,9.628887010733287,8.220476515113376,34
Distributor,3.510240990434024,-2.6503609829560837,35
Work,11.626075370935723,-0.4688684076536447,0
