type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,11.012935332632814,4.8823346318250564,6
Consumer,-16.2400940430378,11.681812389266788,7
Consumer,-3.8007234440568247,-1.9803606894166457,8
Consumer,15.871953327485613,-14.571324984558014,9
Consumer,-8.305291443009153,2.921158715198686,10
Consumer,3.3344440936877575,7.676441248615685,11
Consumer,12.197629476129144,2.5329329296565213,12
Consumer,-14.158970514128534,-1.9600004947515188,13
Consumer,-14.297420048093855,-4.806727655874219,14
Consumer,4.271118493464069,-1.7651767728706957,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,-6.751436043392179,6.4549953647293705,26
Distributor,-6.712956219185806,6.406525149702219,27
Distributor,-6.7128865002585645,6.406437327404532,28
Distributor,-6.82726746102043,6.550511109790392,29
Distributor,-6.681508373632219,6.366910271391642,30
Distributor,-6.736333866463905,6.435972545927228,31
Distributor,-10.929370985397307,11.72126826996196,32
Distributor,-6.715281453359342,6.409454153261034,33
Distributor,-6.715415555093259,6.409623075443363,34
Distributor,-6.712941654301602,6.40650680286894,35
Work,11.626075370935723,-0.4688684076536447,0
