type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,10.981058785373449,4.845686328296416,6
Consumer,-16.01886710804895,12.105548228163507,7
Consumer,-3.9382716604756,-1.8982854600204604,8
Consumer,16.357224940870672,-14.924158134514025,9
Consumer,-7.8288042267879305,3.0782180927854554,10
Consumer,2.7541821843171768,7.891897733978343,11
Consumer,-12.353629556050057,-12.336310534593233,12
Consumer,-14.14324079329748,-1.8949742305211004,13
Consumer,-14.100176688757863,-5.484715426883284,14
Consumer,4.206572377476327,-1.819614342089391,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,1.7434756598117325,7.449772163305717,26
Distributor,0.5367303425692924,-1.5258310931943964,27
Distributor,1.4606792600036513,5.917037497099464,28
Distributor,0.47789302516712695,-2.002231629974034,29
Distributor,1.729615003442479,7.442881532583296,30
Distributor,0.9679062412135835,1.9475066274160149,31
Distributor,1.7412370385703682,7.448658202665698,32
Distributor,0.5367303425694558,-1.5258310931936805,33
Distributor,1.2142927011542213,3.9322720373414874,34
Distributor,1.7435624485674737,7.449815358427685,35
Work,11.626075370935723,-0.4688684076536447,0
