type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,10.981111352280578,4.846173895743512,6
Consumer,-16.16513148581152,11.625343417745519,7
Consumer,-3.80211123952294,-1.9803157379955856,8
Consumer,15.866204981738292,-14.551830119385201,9
Consumer,-8.305335162298348,2.921132926509401,10
Consumer,2.729244009916833,7.874994362623902,11
Consumer,-6.155812553036414,-8.106071237706823,12
Consumer,-14.221718434751352,-1.9398665460314035,13
Consumer,-15.064860244562597,-9.240804060981123,14
Consumer,4.29604291982546,-1.9205624006006783,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,-14.936928483735677,14.08368608498612,26
Distributor,-10.197790435862174,9.655279087474238,27
Distributor,-8.637772675129545,8.198071942838691,28
Distributor,-13.078637963727656,12.346424458458266,29
Distributor,-10.473466430536746,9.916625644795861,30
Distributor,-16.028164573086123,-14.845964705373957,31
Distributor,-6.741366586481856,6.441017470102835,32
Distributor,-11.642834510726349,11.007661879999674,33
Distributor,-16.322912319196664,15.37906254637032,34
Distributor,-10.175514262221071,9.63512963156531,35
Work,11.626075370935723,-0.4688684076536447,0
