type,xcor,ycor,id
Retailer,6.890676461393014,8.958170632598922,1
Retailer,1.7204710354562849,7.43834442878142,2
Retailer,-16.035564759280533,-14.84929396212101,3
Retailer,10.846350128296763,3.9784609973430634,4
Retailer,16.350304582854733,15.683221660321578,5
Consumer,11.58280754223977,-0.11154022833953547,6
Consumer,11.70573177069435,-0.2809217731714142,7
Consumer,11.495074213652444,-0.48091891259259967,8
Consumer,11.69067526235738,-0.6664427630863266,9
Consumer,12.02928907042756,-0.3637375523641282,10
Consumer,11.491406847034334,-0.34206296996940466,11
Consumer,11.650071480827606,-0.4809112378533982,12
Consumer,12.008331190777817,-0.544760011083893,13
Consumer,11.064506382477692,2.777623994864012,14
Consumer,11.539793890892831,0.02316439508556556,15
Producer,-14.685912898974493,-9.09316735365428,16
Producer,7.5798569053877145,11.252314717043191,17
Producer,0.4670884993392974,-2.086829321924597,18
Producer,-6.678993764100596,6.363742486573756,19
Producer,-3.8853746415115893,-9.332957613514736,20
Producer,-9.25918410345912,2.5963720337022096,21
Producer,14.576526239980012,13.70410750200972,22
Producer,6.557901228312403,-12.72948431968689,23
Producer,-1.78273859876208,-3.884350696345791,24
Producer,2.1017214248422533,-15.087101994082332,25
Distributor,14.470443868280434,13.64170952180612,26
Distributor,13.145643581321103,-15.864772753199782,27
Distributor,16.018854976130385,-12.040103473468402,28
Distributor,12.84725053376538,-16.255395900311463,29
Distributor,10.972017024134331,4.310577369496599,30
Distributor,15.661072383007443,-12.56642997760924,31
Distributor,14.470441908320048,13.641708350511326,32
Distributor,13.145643581321195,-15.864772753199661,33
Distributor,-15.752206280555749,-10.462222119974737,34
Distributor,-14.906608816260562,-9.381126621009512,35
Work,11.626075370935723,-0.4688684076536447,0
